,Job_Name,Link,Job_Location,Internship,Teamwork,Client Communication,Time Management,Intrapersonal
191,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHFa1h6-Lfdd_bq5PWHnxvCMZeZmO1WYFcF79yaogNT-Vp7FHH_RJnAPql2-oR9eeKz644_c-NRerOJTdhZHhljtV6eUf8HBRDGmGM-bdw5QN18-3knPp137ogJeI4bNyvQDRbxCaA7wgiRanwYmonY-Cp3f1kAmRdMBTXR2BNNOSDHs8lMbR6Ooibf4EgWpYku-uuDxD2x_feRlY2wUezgJRJxlmLVtDW08t4X9ypr6iSRiyzOMxMx9c3DAvwoU3c6Q34ohqZExE6Bq07cZ2Xnd68n8QRn_vXnv5pitxqCI2HrqRhgQBmx6kZZY2O-q1enlKuXlbhbbERr8pl39_-m6ZcO7uVep077crhoIVf5-9QAL8n7dYYYgkN0DBkV01e7Bs_5I7GXxRoFIewdABlIgs6svE5DZTpQ=&p=23&fvj=0&vjs=3,Toronto,1,1,1,1,
192,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPthPQy8CPv1iNZPwNJeXSMisPHEIv9ljaAYtdvH5APDNwmKpkQkU4oDfymv7JE80k5ici9QY-IAhycYRqOm6pKfHmP-ClaPI6xBYIze3MKiMEsj9Pb4c0z4OUr3xX3J8ga_Ozo2_oCLXlbEc7N35IcFeFK65Tqu98iI1-qqVp2ZDl6Em2PnHE48UwRz1xjshWl9sMuw5sYjubk45cBulVsJl8LJb_zLe7BZgWYFbkMGw-i-zixjubd-9Xfxm8Cy1ze1bY5QZxEcK5N_GCbBXbacuGKhZ6NNclrx2Lf0aztMhcn52OfNjWgmLr5fgL1nLwOTpv_QnTkx8ydFG70NK2LWORahhZw2v6k5cXHM0J31F-ch8i-zzzPdok8htXpBqJ3aZfw8M-UTz&p=24&fvj=0&vjs=3,Toronto,1,1,1,,1
193,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KhZtT3qHXZ-rh_JuHNmT7cIiNi-eAby9x2lDnyJ9JhO3HafilN2fLhnFLuzzfsOtnLRCub9GJlQmuWRWl03HgXQm-hZrYROQ6Ya-9v-oh0eOxZ8Aculm7ilEdgzLBcTYwgc_AAMJfh_3intWdUFF_4TrEprcnjfaHHADJqh5Cb1AN-jETJ03DDe_8bq1GoVBTT2esmClNO_EEGsc11wfo8zDMH4vQ3EVmcXTDkD2csb07OI4PJsf5Z0a55VH8x-QRkk72N0-qKyPAHiU-9PEUUw==&p=25&fvj=0&vjs=3,Toronto,,1,,,
194,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSzdNIl_woJXv-ZxokIo6dNjEJKzd8zSasOqJWieeaSqCODdOogd5E83qDrBxdB1drZMyiwpMeOPqYbd11BVj5zoKr9ZWql7LzBxCDiwWMUlDOclRsqfnkJLd1_Qe8uptDaljGqbb8BxPFNv8EXVAS2nZI6BJQayi7P7IZkd64IsqBGiOuwph2PGIYpd-EfiE6FHjGWVF7dcFyXeXNDxGl4AhzQ5ZYV5R6E3gxQ5frXt0y97YEjhe1AdlX5A6W33s6AJqsZWw-qKDjiMYWAmc1XxQ==&p=26&fvj=1&vjs=3,Toronto,,,,,
195,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xepdqnD-2uCPU0paIdiLSNUbmgTPKeUhU8rJT7k0MQbdy0IEdOLXZXdIxBUUuoGtiboq_4UmBspH7LPY-Qfsmy4zFx1BucFMKrMRay24AaU5SQ10dW8Hoq_J2izWrgPDmkGTD8Qp9n5EOcbAmAUZSPyl7DwRDK9ZMZ6cEwOdhZqGgQ_L9cn1yenCqE6CXvbQFfV4MyZJ_DpfvrJhDelMDGyGiHPNsRQDqCj-9vftb6MQf-F54KmN5Stp0Pk_z221ZQGLtK5OxDUTPc=&p=27&fvj=1&vjs=3,Toronto,,1,,1,1
196,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xepzb7VVZCfaxln7HSdLtocmH--DN_-Fy_vbnhxbgrD4bqBxR9I0mmTtPf9N8C8NuV1Vumfla5HyRaYrbV1xr4-f72DZmg-BhgHTMLtbRAKMwy07puRBAduWZpeEZd1YHPe_oTzELJfLJ-AlAV_lAFEJzG5OpwWj-R1Ey405jZb9UGn2mpPsEF0dQA2HYvWGwGkluwfcXhLFEVWhdWY90598p59IzTmzeJqqohR_7UAtTMTeSCqC3DRYzIoVIB7-LrF29lhU0HdaVo=&p=0&fvj=1&vjs=3,Toronto,,1,,1,1
197,"Postdoctoral Research Fellow in Computer Vision, Deep Learning and SLAM",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0Bop1AwOGSXkIS5LvCcIOLCU6dprbvn4zr_8xHydz3OCg5jCW24zXACXeySrV8WFL73U5XD2kmIxg4Q4YmHcdQrsnpjEaM5hFxJItfg5V6lRLqSb0C_xpPZYw-DOL-y8VMoOzIo5C51_Q3bn0tZJ3eW5fcfMB3rgIcC6Dt8n_Wz8dz1Cip-ikoOjB7AVcCJ9Per0lEoNUnOgCN7Tp1TIynYhXhVzVBrB9YRb85TRbh9ffV-k54WOmiKlKd4pFz7amvMez0D50IgJVHHZtFF09NswK63CZdRvLqUBgiRtTBgKP6NCTG2kAhSAiVCwLpzv97YHw65WbR-kUKoVnLm8WvfAd-hOy4_CkYphI8JJcj1Gk3YlZ0DUDpmELD7_pJ0rXp8YAf_sBqRQ33rutJc_KA5AznvJIpOEa2C1zdP5tqfrNkPQneX_qIM8dsaRWCKoenjLAacY3k30Q2yk2E5sG4CcDqhzFvHMu2bwQTrts2-eSHFllZXHRoLuknpk5AALHwodIZwrDO7uA==&p=1&fvj=1&vjs=3,Toronto,,1,,,
198,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KWEkkkqyVfoARV81Ziq_Ukg7pSS6c477wosK3JLNOp-nSwNSHekKJ_D2u95wz8i9mUOQfdR_vcRHixEjVOhhPCDwE6QWMRd8CUmJtzPDocaFh5t9ccBoX60ryZbTGteMl4rkgDg-Thesw-dUduJKPT4JJkVJY1FLQWSw6W7BORxX1ivntZSJbGXgUiLmoQW1kNxLGyO0nmvGppob1l8dCwwJFNiGi2ka3w7WZksFZvXeiwSk0UqAZaQF2i-5xVK-sE-LtVzqDYo76glCVAZb4sw==&p=2&fvj=0&vjs=3,Toronto,,1,,,
199,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSzVv1E8fZDZyuu6daW1ttPpYXpuluo8JvdmuY4di6uFUB7T3-pM_7f9uegYp7-XREuBOQ80lYsfbpLsQ8UoDa1r7GlVVcpHEzw38ORo7Dr8hYO0qHPSPAF1Ewit4PTxlBeiCBcwJKWblSqttOSKS3SpufDMtGAJKg9FeQBKJ4aoTGqJkXMhrgOGGyRAJ9yTcVu7JXVz7jasXBoeTKl2gIcOzgFvWg7FsNYz6Fcl8PT77jJp3bYtTFoh3XnuCD6e6UqWsYjd3Iiam4UpRm6Uas3hg==&p=3&fvj=1&vjs=3,Toronto,,,,,
200,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwESXfo54gNUOo-tCkaZkRumWImn7EKhINN8I5RZjKACQsLuclp-nXBeJfRZ41giDOcq-r7jUkynItz6oswO302OF4JF9kZs3zNDYDpzg9gTb3y-yjtLIQF6rLgFJgQECEGf6eQgVGCnNp1iH47cpn74M_McVsxzVY0T_n9D1-wQ003qJslkbPFWb43AvqkuUncxu13evmnhhhgJXgsreolxsjyzeANNGl_VviWUpkUEHR2f8Tk8g1C6LXRa6ZqNZIIw4SPCaXdTE71elXKv31uuFh5p7cBwSWtXup4EANVJTb_AtW6hEYU_dfmeOq5ObPll4ZCAc21ZgvnvS78SOytIdzQgiJLDa5AUEKrW1t6Xnf-pK9K4rCBt7nnQcW2eDt8nb7lMzMhzdkTtaWIghF_IMVfLnxGz_27w==&p=4&fvj=0&vjs=3,Toronto,,,,,
201,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHGis5psmate2S8ylIwRIMkJRKSXS-mHCazmfIFZRlhnfMhncXANbiS68ZO65SSzAoeJz-7pd3oktu9ZA1iFVmYdQBhonbvLyM_gch3sek-kC213sD3C2xnBQmlULY66e_hafG0pdcmF-j9rq8Nhc540QcebTHsUiiZCMh9Zj924ffJr07ArMPq_27RbyFNRpjYvLWy_85qharjPTSMw14ErXVi7bV8XvbkL0ZqfpkYhcjvBdoXEKTFi-eeW9MYweHHZTXmz4PvoYXpP1PI7592b9jylUI0nmFlVqOGtKeFGHIxeE9l5wMRHd9eIccmOkqrBeiIate1E6BDMktrOyZxqIG0aTGjIS1woZD6SwpCBPAJU2GtE1lAA-uKjwJIJMwxNZf8SZG2u7XY1SijdAaFvGR285Bk4o4M=&p=5&fvj=0&vjs=3,Toronto,1,1,1,1,
202,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPnurrPmpaUyZpaZGene8MRsn6xNXzVxgEIJ1zadcpsRMBxd0m_WM5rkvHQKXAg3hljhPqkdriU26OgIdoXxW2sGLI2YRjkB0he-H96PhJRVqE55yf3Z5N4XTW1O8Td-RZyEYJU8R2RRupgMkYDBSvYQyiIE1MqjC9AzsETyRf-URjp3SMRCrz1s1ARqlKlu_oXwxbqhAhEN6I-c5Ta2EpSLu0i61kthn2oDcnpfv0rrhMhqKhE5wSsB3TwukG6RfrD4B8OIgXAPq2_ZZpG9zW_zND7Oo7oOtoH-pW2dGic_tBDUOrAxKvWFUgifvCsEkuodUE9ysEFjgtdKNWIHK5AkcjU_YTgGzusjaoTqY8gWeuLMxKhGr2AYDoT01DP4QuIfNlu1qj7wA&p=6&fvj=0&vjs=3,Toronto,1,1,1,,1
203,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIifjn4DnhfgI2i90JbVtlbiLTclnKL83Ukbj-8RzfEcpBCzrnp5GlE8Z4zlLsVMzXOY3_qYHsAlDOH_nW1mvk-XYQL6qIX46ylCBUwJo9RvEpPLvyrTWYu0A3r8sd4gKeNe_oB4h43m0zafsgLMRd3f_67Hos8RpryOGJEOoRtWvl2Qy_Fl3nLnmuunnY3qwOq30hTowZfKL9oIv_Z8COtwgXoGOL344CxCzzTOKHkBXiufu3cyPBYW9bCSytEk3T2wo1ufiRjUIl2N8Bqi8FW0Pip-WpGvruZ1y-OYqDttgRh8pJ2MW-d1d7p1SB-CPH16QpRyw8vLC7I3bpG4rJTl2aTRwIHSxxbFZURgg7Xv6HY6SNXEfA9Kis2uB4rylWUDUXD4KMU-24a2lYoXIHq-9LOKEIkcLpAk=&p=7&fvj=0&vjs=3,Toronto,1,1,1,1,
204,PRODUCT DESIGNER (DIGITAL AND DATA SCIENCE),https://www.indeed.ca/rc/clk?jk=ca10f78a0ec39857&fccid=2c209e080b2e73f5&vjs=3,Toronto,1,1,,,
205,Machine Learning/Data Engineer,https://www.indeed.ca/rc/clk?jk=893f6b0fd5e55acb&fccid=cf8d3d60750f6a59&vjs=3,Toronto,,,1,,
206,"Software Engineer, Machine Learning",https://www.indeed.ca/rc/clk?jk=0a932885c635dc21&fccid=9e88642c8c797c72&vjs=3,Toronto,,,,,
207,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=b1295189da84b6ac&fccid=3a429036b3725efa&vjs=3,Toronto,1,1,1,,1
208,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=2de117e449a193e5&fccid=f4c6ed63cbcfdc0d&vjs=3,Toronto,1,1,,,
209,Machine Learning Developer,https://www.indeed.ca/rc/clk?jk=e8a9eb5c6bc7c620&fccid=c71c81e6ff3d20a6&vjs=3,Toronto,1,1,,,
210,Deep Learning / Computer Vision Engineer,https://www.indeed.ca/rc/clk?jk=0ccdfb4101fd9f19&fccid=50f7dae6edfd9634&vjs=3,Toronto,1,1,,,
211,Data Scientist,https://www.indeed.ca/rc/clk?jk=aa2e9445b1a64199&fccid=d8ca090bd1ad5f9d&vjs=3,Toronto,,1,,,
212,"Machine Learning Engineer, Self Driving",https://www.indeed.ca/rc/clk?jk=61281722e9acbcf9&fccid=f766f8bfbc3effb7&vjs=3,Toronto,1,1,,,1
213,"Associate - Quantitative Analytics, Structured Finance Modeling and Analytics",https://www.indeed.ca/rc/clk?jk=edafcb1a6c8f4cb6&fccid=b716e44d2c6283e7&vjs=3,Toronto,1,1,,,
214,AI Engineer,https://www.indeed.ca/rc/clk?jk=8a842206f17b93c7&fccid=799362a2faa3b40a&vjs=3,Toronto,1,1,1,,
215,"Applied Scientist, Alexa AI",https://www.indeed.ca/rc/clk?jk=045329dc293bf475&fccid=fe2d21eef233e94a&vjs=3,Toronto,1,1,1,,
216,"Manager, Data Science",https://www.indeed.ca/rc/clk?jk=45e18b535b9e820d&fccid=be7195d2ebb48351&vjs=3,Toronto,,1,,1,
217,"Applied Scientist, Alexa Speech",https://www.indeed.ca/rc/clk?jk=e5c26c9ecadbb369&fccid=fe2d21eef233e94a&vjs=3,Toronto,1,1,,,
218,"Analyst, BI & Analytics",https://www.indeed.ca/rc/clk?jk=f83ee262b276c200&fccid=9917de3c28f569f6&vjs=3,Toronto,,1,,,1
219,Machine Learning Developer,https://www.indeed.ca/rc/clk?jk=989e759218c75e3c&fccid=d7c18b5ea9a454df&vjs=3,Toronto,1,1,,,
220,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=8f290b8988d3139d&fccid=935bdcc8ea6ea513&vjs=3,Toronto,1,1,1,1,1
221,Toronto AI Lab: AI / Machine Learning Scientist,https://www.indeed.ca/rc/clk?jk=f5e803a1df0a05c7&fccid=3baffba98df23da3&vjs=3,Toronto,,1,,,
222,Senior Data Scientist – Model Validation & Governance,https://www.indeed.ca/rc/clk?jk=4a0cb4546a7e1d11&fccid=935bdcc8ea6ea513&vjs=3,Toronto,,1,1,,1
223,ML/ AI Developer,https://www.indeed.ca/rc/clk?jk=455486a81e0f9156&fccid=c0b5558e336243b3&vjs=3,Toronto,,,,,
224,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xepQ6UazbLpO6IbZ7fYKLgzHe-PiPLUTPVAyL_-Oev6pgNnB_yAPRXdbpfF8OsBJF6pRWvdRwGCKvCrO46cInce8bih6MvyD83MMczcZgO0BQKBOfqXLNvyFC_TanMhX5Vi5fWZzl4jxIoUNItRTX0lr8cg7SxKAbJGloyNrO1GUsdoVuOyeQ_JlPxcodEGo9p-e507O7D91gLuPpMUxLIMiiqrah0Ad0EnAhxdg-X5Cz3vSnKAdFsclK5zN1_O2VX8T9cnaHdVYxc=&p=0&fvj=1&vjs=3,Toronto,,1,,1,1
225,Senior Big Data Developer (Cloud),https://www.indeed.ca/rc/clk?jk=623296d381cf4cf5&fccid=efee8d7cab418992&vjs=3,Toronto,,,,,
226,Senior Aviation Performance Analyst,https://www.indeed.ca/rc/clk?jk=e92f22be703a6933&fccid=f5ff9e2aed36f5e9&vjs=3,Toronto,,1,1,,1
227,BI Engineer,https://www.indeed.ca/rc/clk?jk=8b19a92b348bcf38&fccid=170ade9172547fd7&vjs=3,Toronto,1,1,,,1
228,Sr. Business Data Analyst,https://www.indeed.ca/rc/clk?jk=b188b48d608acc6d&fccid=fd5fe36fc41af604&vjs=3,Toronto,,1,1,,
229,Research Scientist - AI and/or Machine Learning,https://www.indeed.ca/rc/clk?jk=ae753d292902beb0&fccid=f4c6ed63cbcfdc0d&vjs=3,Toronto,1,1,,,
230,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=fc6a7c17998e5e41&fccid=d8ca090bd1ad5f9d&vjs=3,Toronto,,1,,,
231,NLP Software Engineer,https://www.indeed.ca/rc/clk?jk=fe6afa9232a72ab9&fccid=cc0861c00ab24001&vjs=3,Toronto,,1,,,
232,Senior Software Engineer - Data Science,https://www.indeed.ca/rc/clk?jk=3ae2c9c97ba690b5&fccid=ec55bde5facc64de&vjs=3,Toronto,1,1,1,,
233,Senior Big Data Developer (Cloud),https://www.indeed.ca/rc/clk?jk=36c3ea808aec0f04&fccid=4c22ae79cf9a9685&vjs=3,Toronto,,,,,
234,NLP/ML Developer,https://www.indeed.ca/rc/clk?jk=278b817c6548b5ff&fccid=c2dddba55fb89220&vjs=3,Toronto,,,,,
235,Assistant Professor - Data Science,https://www.indeed.ca/rc/clk?jk=71b1f28341ca3ea5&fccid=986361104086c3ae&vjs=3,Toronto,,1,1,,1
236,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=ca3e609842eb529c&fccid=14a67846d05c8406&vjs=3,Toronto,,1,,,
237,"Data Science Manager, Retail",https://www.indeed.ca/rc/clk?jk=2210c175a4705395&fccid=d5a5824be27ba831&vjs=3,Toronto,1,1,,,
238,Senior Data Engineer,https://www.indeed.ca/rc/clk?jk=38ceed478d6c5c9e&fccid=82179ab8760b598c&vjs=3,Toronto,1,1,,,
239,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=826502117877efc5&fccid=4e917d9a3b14765d&vjs=3,Toronto,,1,,,
240,"Director, Merchandise Analytics",https://www.indeed.ca/rc/clk?jk=a224212d87029706&fccid=822bc5d9a49270ea&vjs=3,Toronto,1,1,,1,
241,Data Science Manager - Canada,https://www.indeed.ca/rc/clk?jk=70438459f8d0b1ec&fccid=105ecfd0283f415f&vjs=3,Toronto,1,1,,,
242,"Technical Product Director, Data Analytics",https://www.indeed.ca/rc/clk?jk=1c2669b60e251aeb&fccid=9579d885a2b359cc&vjs=3,Toronto,,1,,,
243,Sr Data Analyst Engineer - DealerTrack Canada,https://www.indeed.ca/rc/clk?jk=e0ea3b69ae166c5d&fccid=2ca7392810684c2b&vjs=3,Toronto,,,,,
244,"Manager, Internal Ratings Management (18 month contract) - Risk Management, Data Science",https://www.indeed.ca/rc/clk?jk=e694ab8523c82cd3&fccid=3002307a9e5b4706&vjs=3,Toronto,1,1,1,,
245,"Postdoctoral Research Fellow in Computer Vision, Deep Learning and SLAM",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0Bop1AwOGSXkIS5LvCcIOLCU6dprbvn4zr_8xHydz3OCg5jCW24zXACXeySrV8WFL73U5XD2kmIxg4Q4YmHcdQrsnpjEaM5hFxJItfg5V6lRLqSb0C_xpPZYw-DOL-y8VMoOzIo5C51_Q3bn0tZJ3eW5fcfMB3rgIcC6Dt8n_Wz8dz1Cip-ikoOOUZ9hSMk2T_Y-5MI_ESKLLhi6HYGajaIS1mRopXT3S8l9JtIvALbjzz4a1NCFVUqG1m7A0wrSBrujJuSfA7DX1MXECwQZhM5Nh1Djc9qmDmnMRptbZmu6vJd0ALm7kHHrEsAFS_s8TawK1OLYYgFMPI7p1bow3x6wsgrcTkVujx0O-nVgpsO1K88i_lHaqxKP3jB2hW63dga1L9nH96dIKA3XpLgYqHXwydIYVKMvCZQ7HGGO8NSCypqi0oQUYoRCwTF5TnLcRx39I-gpREDYLuQthA1zC1gz1Bput7bJZkCdVBJPGj9cZtTXngp6WwQyumWLTttt3gD4ybkV05nug==&p=21&fvj=1&vjs=3,Toronto,,1,,,
246,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIifQMYhH3h79fu0J9SMVKCQBnHAsBq3pCmeqYorFqaN-qlNPTpRIUkSzk-wKKFHO2-DKmzaM5Ydynn9Uy1vbhr06us1oShUGA8EoOhdgoAkYQcEQtjqBC4xXVzXs1tU_yDGK4qJk98ggidrll4_piTTHl1c5aREjEcrqvuSIXJC1JgLvlOth3-Kziodc5X9CWRLiik8ky9Vd0S8ZTPWlFmSLtCQd0x85iHXMnbwioghp0ntuE5rT0-Yvo75tWkb3AYrIvCRIcpLhTIh7qALpD3p6SpXQ38vnlVmG_mV5A3h3VSQ7fTEwaD-xp60hkKQHkboRGjVRKHzb0C70Ep24IZrglZ4srzBZ5XnGYsyj9YIUk9vFDdAv2tZpQ6Bh1Yw1j59uXR4O-wlkjvyG0n8melc7dprXFcSVcl8=&p=22&fvj=0&vjs=3,Toronto,1,1,1,1,
247,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHEEBOhlPDc-2wt6bkZtkgwthCBe4G1uAkUquNUggz7G6l8gL5P22WgTZe_2LNFSnJ-IVcOJQAI2koUvEfeqJxtzOrnlwsr50DHcJ_CTkul6LhByLZpVlOLkKaTY1cqU0qvYC_BJbaPPuyyZkXDKQP_tAcHevAuGbHstaBfhoyMi9E5equcGY82C3YrtOjwL8Lw09pEnX3PVAc-An3ix4U2fKtnbjA5Jw2f9I8nBOEWUkvkxRVpCuUeEx3XvdDp4lp1dIzTq0Nm4z4ebmPE-BALaA8aBFpPB909jTtFES9eU24JlwY_mugDx1ifSiNBPm0fhRz7tvFPnbjhH2FB9LChjjl6zhNPX5e-NKCtC4T1HvC6Wpk88mPOq7hIhzxxfx2A89c-d1duUFMFT3nutOjOiPqstLdMTY1o=&p=23&fvj=0&vjs=3,Toronto,1,1,1,1,
248,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPnvBQc3tMt57yRfAoI_EYytCRX7pbPYQuQ-6UdKrSshULLF7kg2HCl8l1-SpZyCr2CBJTdImdear-fvYXVdqdbRSerP6FKntX0uHOsMyxwoqLvW7q3ZyhTxICtWaWX3II2GiA37rjAES09BiTlBVtS_7bpNTfVBWuPEkY71gjusdXwanR8L60g52CeEAJkqPQutz2_V_Bnggpo9f1uFNDXX1LErLvraywIzMDwNZDctudN5zge0_TAwHoJ1hjJm3xpT0we1dUGwD08wzl4xg1BIxhYYO-QzLoqw4sjw-8iPYKoyFdMwwydlTh69XOshc-I850yBq8U2Dj92_JdwPMeSukK4wI2OF2KKivHpBnMG8oOca5jZDEc94Blwghklx0CtOUwltPUgX&p=24&fvj=0&vjs=3,Toronto,1,1,1,,1
